SESSO,DATA IMMIGRAZIONE,COMUNE DI PROVENIENZA,PROVINCIA DI PROVENIENZA,STATO DI PROVENIENZA
M,01-06-2013,BELLUNO,BL,ITALIA
M,01-06-2013,BELLUNO,BL,ITALIA
M,03-06-2013,PRAMAGGIORE,VE,ITALIA
M,03-06-2013,PRAMAGGIORE,VE,ITALIA
F,03-06-2013,PRAMAGGIORE,VE,ITALIA
F,03-06-2013,PRAMAGGIORE,VE,ITALIA
M,03-06-2013,,,
M,05-06-2013,CEGGIA,VE,ITALIA
F,07-06-2013,CAORLE,VE,ITALIA
F,14-06-2013,CONEGLIANO,TV,ITALIA
F,18-06-2013,TORRE DI MOSTO,VE,ITALIA
M,18-06-2013,TORRE DI MOSTO,VE,ITALIA
M,18-06-2013,TORRE DI MOSTO,VE,ITALIA
M,18-06-2013,TORRE DI MOSTO,VE,ITALIA
M,20-06-2013,TORRE DI MOSTO,VE,ITALIA
M,21-06-2013,CESSALTO,TV,ITALIA
M,22-06-2013,NOVENTA DI PIAVE,VE,ITALIA
M,27-06-2013,GALLIO,VI,ITALIA
F,01-07-2013,,,INDIA
M,02-07-2013,CORDENONS,PN,ITALIA
F,10-07-2013,SAN DONÀ DI PIAVE,VE,ITALIA
F,17-07-2013,CAORLE,VE,ITALIA
F,23-07-2013,PORTOGRUARO,VE,ITALIA
F,25-07-2013,,,
M,27-07-2013,CAORLE,VE,ITALIA
F,01-08-2013,SERRADIFALCO,CL,ITALIA
M,02-08-2013,VENEZIA,VE,ITALIA
M,05-08-2013,PADOVA,PD,ITALIA
M,05-08-2013,ABANO TERME,PD,ITALIA
F,07-08-2013,VENEZIA,VE,ITALIA
F,14-08-2013,CESSALTO,TV,ITALIA
M,19-08-2013,TREVISO,TV,ITALIA
M,22-08-2013,MILANO,MI,ITALIA
F,23-08-2013,CAORLE,VE,ITALIA
M,23-08-2013,CAORLE,VE,ITALIA
F,23-08-2013,CAORLE,VE,ITALIA
F,23-08-2013,CAORLE,VE,ITALIA
F,04-09-2013,MEDUNO,PN,ITALIA
F,10-09-2013,NIZZA MONFERRATO,AT,ITALIA
F,12-09-2013,PORTOGRUARO,VE,ITALIA
F,12-09-2013,,,
F,12-09-2013,,,
M,13-09-2013,ANNONE VENETO,VE,ITALIA
F,14-09-2013,MEDUNA DI LIVENZA,TV,ITALIA
M,14-09-2013,MEDUNA DI LIVENZA,TV,ITALIA
F,14-09-2013,MEDUNA DI LIVENZA,TV,ITALIA
F,17-09-2013,CORDOVADO,PN,ITALIA
M,17-09-2013,CORDOVADO,PN,ITALIA
F,19-09-2013,,,
M,24-09-2013,TORRE DI MOSTO,VE,ITALIA
F,24-09-2013,PRECENICCO,UD,ITALIA
F,24-09-2013,TORRE DI MOSTO,VE,ITALIA
F,28-09-2013,MOTTA DI LIVENZA,TV,ITALIA
F,02-10-2013,ANNONE VENETO,VE,ITALIA
M,02-10-2013,PRAMAGGIORE,VE,ITALIA
M,05-10-2013,,,KOSOVO
F,09-10-2013,ERACLEA,VE,ITALIA
F,12-10-2013,JESOLO,VE,ITALIA
F,17-10-2013,MARTIGNACCO,UD,ITALIA
F,25-10-2013,SAN MICHELE AL TAGLIAMENTO,VE,ITALIA
M,28-10-2013,CEGGIA,VE,ITALIA
M,04-11-2013,SAN DONÀ DI PIAVE,VE,ITALIA
M,04-11-2013,VENEZIA,VE,ITALIA
F,04-11-2013,BRUGNERA,PN,ITALIA
F,04-11-2013,VENEZIA,VE,ITALIA
F,04-11-2013,SAN DONÀ DI PIAVE,VE,ITALIA
F,06-11-2013,SCORZÈ,VE,ITALIA
F,12-11-2013,FANNA,PN,ITALIA
F,12-11-2013,FANNA,PN,ITALIA
M,14-11-2013,MOTTA DI LIVENZA,TV,ITALIA
M,14-11-2013,,,
F,14-11-2013,MOTTA DI LIVENZA,TV,ITALIA
F,20-11-2013,PORTOGRUARO,VE,ITALIA
F,23-11-2013,CAORLE,VE,ITALIA
M,23-11-2013,PASIANO DI PORDENONE,PN,ITALIA
M,23-11-2013,CESSALTO,TV,ITALIA
M,23-11-2013,ODERZO,TV,ITALIA
F,25-11-2013,CEGGIA,VE,ITALIA
M,25-11-2013,CEGGIA,VE,ITALIA
F,25-11-2013,CEGGIA,VE,ITALIA
F,26-11-2013,PRAVISDOMINI,PN,ITALIA
F,26-11-2013,PRAVISDOMINI,PN,ITALIA
M,26-11-2013,PRAVISDOMINI,PN,ITALIA
F,26-11-2013,PRAVISDOMINI,PN,ITALIA
F,26-11-2013,PRAVISDOMINI,PN,ITALIA
F,29-11-2013,,,
M,30-11-2013,PADOVA,PD,ITALIA
M,03-12-2013,PRAMAGGIORE,VE,ITALIA
F,03-12-2013,PRAMAGGIORE,VE,ITALIA
M,03-12-2013,ANNONE VENETO,VE,ITALIA
F,03-12-2013,JESOLO,VE,ITALIA
F,04-12-2013,,,
M,04-12-2013,,,
F,04-12-2013,,,
M,04-12-2013,,,
F,06-12-2013,,,
F,06-12-2013,CODROIPO,UD,ITALIA
M,06-12-2013,CODROIPO,UD,ITALIA
F,06-12-2013,CODROIPO,UD,ITALIA
M,06-12-2013,CODROIPO,UD,ITALIA
M,07-12-2013,CAORLE,VE,ITALIA
M,14-12-2013,MOTTA DI LIVENZA,TV,ITALIA
F,18-12-2013,FORNI AVOLTRI,UD,ITALIA
M,18-12-2013,OSTUNI,BR,ITALIA
F,18-12-2013,FORNI AVOLTRI,UD,ITALIA
F,19-12-2013,CAORLE,VE,ITALIA
M,19-12-2013,CAORLE,VE,ITALIA
F,19-12-2013,CAORLE,VE,ITALIA
M,21-12-2013,CAORLE,VE,ITALIA
M,21-12-2013,CAORLE,VE,ITALIA
F,21-12-2013,CAORLE,VE,ITALIA
M,27-12-2013,,,ROMANIA
F,30-12-2013,PRAMAGGIORE,VE,ITALIA
F,02-01-2014,TREVISO,TV,ITALIA
F,02-01-2014,THIENE,VI,ITALIA
M,09-01-2014,ERACLEA,VE,ITALIA
F,09-01-2014,ERACLEA,VE,ITALIA
M,13-01-2014,CHIONS,PN,ITALIA
M,18-01-2014,CAORLE,VE,ITALIA
F,18-01-2014,CAORLE,VE,ITALIA
M,20-01-2014,,,
F,25-01-2014,CHIARANO,TV,ITALIA
M,25-01-2014,PORTOGRUARO,VE,ITALIA
F,28-01-2014,ERACLEA,VE,ITALIA
M,29-01-2014,CESSALTO,TV,ITALIA
F,30-01-2014,FOSSALTA DI PORTOGRUARO,VE,ITALIA
M,30-01-2014,FOSSALTA DI PORTOGRUARO,VE,ITALIA
M,03-02-2014,,,
F,11-02-2014,PORTOGRUARO,VE,ITALIA
M,11-02-2014,PORTOGRUARO,VE,ITALIA
F,15-02-2014,TORRE DI MOSTO,VE,ITALIA
F,17-02-2014,CAORLE,VE,ITALIA
M,17-02-2014,CAORLE,VE,ITALIA
F,25-02-2014,CAORLE,VE,ITALIA
F,25-02-2014,CAORLE,VE,ITALIA
F,26-02-2014,MOTTA DI LIVENZA,TV,ITALIA
M,01-03-2014,MOTTA DI LIVENZA,TV,ITALIA
F,04-03-2014,GEMONA,UD,ITALIA
M,04-03-2014,SAREGO,VI,ITALIA
F,04-03-2014,NOVENTA PADOVANA,PD,ITALIA
F,04-03-2014,GEMONA,UD,ITALIA
F,05-03-2014,TREVISO,TV,ITALIA
F,05-03-2014,TREVISO,TV,ITALIA
M,06-03-2014,CAORLE,VE,ITALIA
M,08-03-2014,CAORLE,VE,ITALIA
M,10-03-2014,AZZANO DECIMO,PN,ITALIA
F,10-03-2014,AZZANO DECIMO,PN,ITALIA
F,11-03-2014,CAORLE,VE,ITALIA
M,11-03-2014,CAORLE,VE,ITALIA
M,11-03-2014,MODICA,RG,ITALIA
M,11-03-2014,CAORLE,VE,ITALIA
M,11-03-2014,TORRE DI MOSTO,VE,ITALIA
F,13-03-2014,CONCORDIA SAGITTARIA,VE,ITALIA
M,22-03-2014,TORRE DI MOSTO,VE,ITALIA
F,22-03-2014,MIRA,VE,ITALIA
F,26-03-2014,SAN DONÀ DI PIAVE,VE,ITALIA
M,02-04-2014,SAN MICHELE AL TAGLIAMENTO,VE,ITALIA
M,23-04-2014,PORTOGRUARO,VE,ITALIA
M,23-04-2014,PORTOGRUARO,VE,ITALIA
F,23-04-2014,PORTOGRUARO,VE,ITALIA
M,02-05-2014,SAN STINO DI LIVENZA,VE,ITALIA
F,03-05-2014,TORRE DI MOSTO,VE,ITALIA
F,03-05-2014,TORRE DI MOSTO,VE,ITALIA
F,06-05-2014,CAORLE,VE,ITALIA
F,06-05-2014,CAORLE,VE,ITALIA
F,07-05-2014,PORTOGRUARO,VE,ITALIA
M,09-05-2014,,,
F,10-05-2014,BAIA E LATINA,CE,ITALIA
F,13-05-2014,SAN DONÀ DI PIAVE,VE,ITALIA
M,13-05-2014,SAN DONÀ DI PIAVE,VE,ITALIA
M,19-05-2014,TREVISO,TV,ITALIA
F,26-05-2014,SAN MICHELE AL TAGLIAMENTO,VE,ITALIA
M,26-05-2014,ERACLEA,VE,ITALIA
F,27-05-2014,,,
F,27-05-2014,CORTINA D'AMPEZZO,BL,ITALIA
M,28-05-2014,CAORLE,VE,ITALIA
F,28-05-2014,CAORLE,VE,ITALIA
F,30-05-2014,CAORLE,VE,ITALIA
M,31-05-2014,SAN DONÀ DI PIAVE,VE,ITALIA
F,31-05-2014,SAN DONÀ DI PIAVE,VE,ITALIA
M,31-05-2014,SAN DONÀ DI PIAVE,VE,ITALIA
F,31-05-2014,SAN DONÀ DI PIAVE,VE,ITALIA
F,05-06-2014,ZENSON DI PIAVE,TV,ITALIA
F,07-06-2014,PRAVISDOMINI,PN,ITALIA
M,10-06-2014,CEGGIA,VE,ITALIA
M,12-06-2014,CAORLE,VE,ITALIA
M,28-06-2014,SAN DONÀ DI PIAVE,VE,ITALIA
F,28-06-2014,AULETTA,SA,ITALIA
M,02-07-2014,PORTOGRUARO,VE,ITALIA
F,02-07-2014,PORTOGRUARO,VE,ITALIA
F,05-07-2014,CAORLE,VE,ITALIA
F,05-07-2014,ODERZO,TV,ITALIA
F,11-07-2014,ZOPPOLA,PN,ITALIA
F,12-07-2014,CAORLE,VE,ITALIA
F,12-07-2014,MOTTA DI LIVENZA,TV,ITALIA
M,12-07-2014,CAORLE,VE,ITALIA
M,17-07-2014,CAORLE,VE,ITALIA
F,22-07-2014,UDINE,UD,ITALIA
F,22-07-2014,UDINE,UD,ITALIA
M,23-07-2014,JESOLO,VE,ITALIA
M,25-07-2014,PRAMAGGIORE,VE,ITALIA
F,30-07-2014,TREVISO,TV,ITALIA
F,30-07-2014,,,
M,30-07-2014,TREVISO,TV,ITALIA
F,30-07-2014,TREVISO,TV,ITALIA
M,31-07-2014,,,
M,08-08-2014,GORGO AL MONTICANO,TV,ITALIA
F,09-08-2014,,,
M,11-08-2014,GORGO AL MONTICANO,TV,ITALIA
F,11-08-2014,CODROIPO,UD,ITALIA
M,21-08-2014,CAORLE,VE,ITALIA
M,22-08-2014,NOVENTA DI PIAVE,VE,ITALIA
M,22-08-2014,NOVENTA DI PIAVE,VE,ITALIA
F,22-08-2014,NOVENTA DI PIAVE,VE,ITALIA
M,23-08-2014,NOVENTA DI PIAVE,VE,ITALIA
F,25-08-2014,SAN MARTINO DALL'ARGINE,MN,ITALIA
F,25-08-2014,SAN MARTINO DALL'ARGINE,MN,ITALIA
F,26-08-2014,,,
M,28-08-2014,PORTOGRUARO,VE,ITALIA
F,01-09-2014,CROTONE,KR,ITALIA
F,11-09-2014,,,MOLDOVA
M,11-09-2014,,,MOLDOVA
F,11-09-2014,CAORLE,VE,ITALIA
F,11-09-2014,CAORLE,VE,ITALIA
M,11-09-2014,CAORLE,VE,ITALIA
F,20-09-2014,PRAMAGGIORE,VE,ITALIA
M,22-09-2014,MOTTA DI LIVENZA,TV,ITALIA
M,23-09-2014,,,ROMANIA
M,26-09-2014,PORTOGRUARO,VE,ITALIA
F,26-09-2014,PORTOGRUARO,VE,ITALIA
M,30-09-2014,GODEGA DI SANT'URBANO,TV,ITALIA
F,30-09-2014,GODEGA DI SANT'URBANO,TV,ITALIA
F,30-09-2014,GODEGA DI SANT'URBANO,TV,ITALIA
F,30-09-2014,GODEGA DI SANT'URBANO,TV,ITALIA
F,30-09-2014,GODEGA DI SANT'URBANO,TV,ITALIA
M,02-10-2014,ERACLEA,VE,ITALIA
M,06-10-2014,TORRE DI MOSTO,VE,ITALIA
F,06-10-2014,CAORLE,VE,ITALIA
F,06-10-2014,CAORLE,VE,ITALIA
F,07-10-2014,CAORLE,VE,ITALIA
M,07-10-2014,,,
M,07-10-2014,CAORLE,VE,ITALIA
F,07-10-2014,CAORLE,VE,ITALIA
F,09-10-2014,TORRE DI MOSTO,VE,ITALIA
M,09-10-2014,TORRE DI MOSTO,VE,ITALIA
M,09-10-2014,TORRE DI MOSTO,VE,ITALIA
M,09-10-2014,TORRE DI MOSTO,VE,ITALIA
M,09-10-2014,TORRE DI MOSTO,VE,ITALIA
F,13-10-2014,CAORLE,VE,ITALIA
F,13-10-2014,,,SVIZZERA
F,13-10-2014,CAORLE,VE,ITALIA
M,13-10-2014,CAORLE,VE,ITALIA
F,13-10-2014,CAORLE,VE,ITALIA
F,15-10-2014,GRUARO,VE,ITALIA
M,20-10-2014,TORRE DI MOSTO,VE,ITALIA
F,20-10-2014,TORRE DI MOSTO,VE,ITALIA
M,20-10-2014,TORRE DI MOSTO,VE,ITALIA
F,21-10-2014,GORGO AL MONTICANO,TV,ITALIA
F,21-10-2014,CAORLE,VE,ITALIA
F,25-10-2014,CORDOVADO,PN,ITALIA
M,30-10-2014,PADOVA,PD,ITALIA
F,04-11-2014,,,POLONIA
F,08-11-2014,TORRE DI MOSTO,VE,ITALIA
F,10-12-2014,CAORLE,VE,ITALIA
M,13-12-2014,MOTTA DI LIVENZA,TV,ITALIA
M,17-12-2014,,,
F,20-12-2014,CAORLE,VE,ITALIA
M,20-12-2014,CAORLE,VE,ITALIA
M,20-12-2014,CAORLE,VE,ITALIA
F,20-12-2014,CAORLE,VE,ITALIA
M,22-12-2014,VITTORIO VENETO,TV,ITALIA
M,31-12-2014,AZZANO DECIMO,PN,ITALIA
M,03-01-2015,CEGGIA,VE,ITALIA
F,03-01-2015,CEGGIA,VE,ITALIA
M,05-01-2015,MARTELLAGO,VE,ITALIA
F,08-01-2015,FOSSALTA DI PORTOGRUARO,VE,ITALIA
F,10-01-2015,CINTO CAOMAGGIORE,VE,ITALIA
M,14-01-2015,CAORLE,VE,ITALIA
F,14-01-2015,CREMA,CR,ITALIA
F,14-01-2015,CAORLE,VE,ITALIA
F,15-01-2015,TORRE DI MOSTO,VE,ITALIA
F,17-01-2015,MEDUNA DI LIVENZA,TV,ITALIA
M,20-01-2015,,,
F,20-01-2015,CAORLE,VE,ITALIA
F,20-01-2015,CAORLE,VE,ITALIA
F,22-01-2015,CEGGIA,VE,ITALIA
M,29-01-2015,PORCIA,PN,ITALIA
F,09-02-2015,CAORLE,VE,ITALIA
F,12-02-2015,CAORLE,VE,ITALIA
F,12-02-2015,CAORLE,VE,ITALIA
F,12-02-2015,CAORLE,VE,ITALIA
M,14-02-2015,PRAMAGGIORE,VE,ITALIA
M,16-02-2015,SAN DONÀ DI PIAVE,VE,ITALIA
F,16-02-2015,SAN MICHELE AL TAGLIAMENTO,VE,ITALIA
M,21-02-2015,CHIARANO,TV,ITALIA
M,27-02-2015,RESIA,UD,ITALIA
F,02-03-2015,,,
F,04-03-2015,,,
M,05-03-2015,CAPPELLA MAGGIORE,TV,ITALIA
M,05-03-2015,CAPPELLA MAGGIORE,TV,ITALIA
M,05-03-2015,CAPPELLA MAGGIORE,TV,ITALIA
M,05-03-2015,CAPPELLA MAGGIORE,TV,ITALIA
M,07-03-2015,CAORLE,VE,ITALIA
F,16-03-2015,,,KOSOVO
M,16-03-2015,,,KOSOVO
F,18-03-2015,ODERZO,TV,ITALIA
F,18-03-2015,ODERZO,TV,ITALIA
F,19-03-2015,,,
M,20-03-2015,MOTTA DI LIVENZA,TV,ITALIA
F,27-03-2015,GORGO AL MONTICANO,TV,ITALIA
F,28-03-2015,,,
M,28-03-2015,CEGGIA,VE,ITALIA
M,30-03-2015,CAORLE,VE,ITALIA
F,01-04-2015,JOLANDA DI SAVOIA,FE,ITALIA
F,02-04-2015,MUSILE DI PIAVE,VE,ITALIA
M,02-04-2015,MUSILE DI PIAVE,VE,ITALIA
M,02-04-2015,MUSILE DI PIAVE,VE,ITALIA
M,02-04-2015,MUSILE DI PIAVE,VE,ITALIA
F,04-04-2015,ODERZO,TV,ITALIA
M,04-04-2015,CESSALTO,TV,ITALIA
F,14-04-2015,,,
M,15-04-2015,CAORLE,VE,ITALIA
F,17-04-2015,ERACLEA,VE,ITALIA
F,21-04-2015,,,UNGHERIA
M,28-04-2015,CAORLE,VE,ITALIA
M,28-04-2015,CAORLE,VE,ITALIA
F,28-04-2015,CAORLE,VE,ITALIA
M,28-04-2015,CESSALTO,TV,ITALIA
M,02-05-2015,ERACLEA,VE,ITALIA
M,05-05-2015,MOTTA DI LIVENZA,TV,ITALIA
M,05-05-2015,MOTTA DI LIVENZA,TV,ITALIA
M,05-05-2015,MOTTA DI LIVENZA,TV,ITALIA
F,05-05-2015,MOTTA DI LIVENZA,TV,ITALIA
M,11-05-2015,MORUZZO,UD,ITALIA
F,11-05-2015,MORUZZO,UD,ITALIA
F,11-05-2015,MORUZZO,UD,ITALIA
M,15-05-2015,TORRE DI MOSTO,VE,ITALIA
F,19-05-2015,CONCORDIA SAGITTARIA,VE,ITALIA
F,20-05-2015,CESSALTO,TV,ITALIA
M,20-05-2015,CESSALTO,TV,ITALIA
M,20-05-2015,CESSALTO,TV,ITALIA
F,23-05-2015,,,
M,28-05-2015,CESSALTO,TV,ITALIA
F,28-05-2015,CESSALTO,TV,ITALIA
M,30-05-2015,,,
F,01-06-2015,PORTOGRUARO,VE,ITALIA
M,06-06-2015,SAN DONÀ DI PIAVE,VE,ITALIA
M,09-06-2015,TORRE DI MOSTO,VE,ITALIA
F,09-06-2015,TORRE DI MOSTO,VE,ITALIA
M,22-06-2015,,,ROMANIA
F,29-06-2015,PONTECORVO,FR,ITALIA
M,06-07-2015,,,MAROCCO
F,06-07-2015,,,MAROCCO
F,06-07-2015,,,MAROCCO
F,06-07-2015,GORIZIA,GO,ITALIA
M,14-07-2015,,,
F,15-07-2015,SAN DONÀ DI PIAVE,VE,ITALIA
M,15-07-2015,SAN DONÀ DI PIAVE,VE,ITALIA
F,15-07-2015,SAN DONÀ DI PIAVE,VE,ITALIA
F,15-07-2015,SAN DONÀ DI PIAVE,VE,ITALIA
F,20-07-2015,PORTOGRUARO,VE,ITALIA
F,21-07-2015,CEGGIA,VE,ITALIA
M,23-07-2015,CESSALTO,TV,ITALIA
F,25-07-2015,BRUGNERA,PN,ITALIA
F,29-07-2015,,,
M,29-07-2015,,,
M,29-07-2015,,,
F,03-08-2015,VENEZIA,VE,ITALIA
M,03-08-2015,VENEZIA,VE,ITALIA
F,06-08-2015,PONTE DI PIAVE,TV,ITALIA
F,07-08-2015,,,MAROCCO
M,07-08-2015,,,MAROCCO
M,07-08-2015,,,MAROCCO
F,07-08-2015,CAMPONOGARA,VE,ITALIA
F,10-08-2015,MIRA,VE,ITALIA
M,10-08-2015,,,
M,11-08-2015,CAORLE,VE,ITALIA
F,11-08-2015,CAORLE,VE,ITALIA
F,14-08-2015,MOTTA DI LIVENZA,TV,ITALIA
M,17-08-2015,CAORLE,VE,ITALIA
F,17-08-2015,CAORLE,VE,ITALIA
M,17-08-2015,CAORLE,VE,ITALIA
M,18-08-2015,MOTTA DI LIVENZA,TV,ITALIA
F,18-08-2015,MUSILE DI PIAVE,VE,ITALIA
F,19-08-2015,CASIER,TV,ITALIA
M,27-08-2015,VENEZIA,VE,ITALIA
F,29-08-2015,,,MAROCCO
F,29-08-2015,,,MAROCCO
M,29-08-2015,,,MAROCCO
F,29-08-2015,ROMANO DI LOMBARDIA,BG,ITALIA
F,01-09-2015,CADONEGHE,PD,ITALIA
M,01-09-2015,CADONEGHE,PD,ITALIA
M,01-09-2015,CADONEGHE,PD,ITALIA
F,01-09-2015,MONTECOSARO,MC,ITALIA
M,04-09-2015,MANFREDONIA,FG,ITALIA
M,05-09-2015,NOVENTA DI PIAVE,VE,ITALIA
M,09-09-2015,CONCORDIA SAGITTARIA,VE,ITALIA
F,09-09-2015,CONCORDIA SAGITTARIA,VE,ITALIA
F,10-09-2015,CONCORDIA SAGITTARIA,VE,ITALIA
F,10-09-2015,ROMA,RM,ITALIA
F,16-09-2015,CAORLE,VE,ITALIA
M,19-09-2015,SAN DONÀ DI PIAVE,VE,ITALIA
F,21-09-2015,ANNONE VENETO,VE,ITALIA
M,23-09-2015,GIUGLIANO IN CAMPANIA,,ITALIA
M,24-09-2015,CAORLE,VE,ITALIA
F,24-09-2015,CAORLE,VE,ITALIA
M,24-09-2015,CAORLE,VE,ITALIA
F,24-09-2015,CAORLE,VE,ITALIA
F,26-09-2015,SCIDO,RC,ITALIA
F,26-09-2015,CEGGIA,VE,ITALIA
M,29-09-2015,,,ROMANIA
F,30-09-2015,CAORLE,VE,ITALIA
F,01-10-2015,TORRE DI MOSTO,VE,ITALIA
M,01-10-2015,TORRE DI MOSTO,VE,ITALIA
M,01-10-2015,TORRE DI MOSTO,VE,ITALIA
M,01-10-2015,TORRE DI MOSTO,VE,ITALIA
M,02-10-2015,LATISANA,UD,ITALIA
F,06-10-2015,PORTOGRUARO,VE,ITALIA
M,07-10-2015,CAORLE,VE,ITALIA
M,07-10-2015,MESTRE,VE,ITALIA
F,07-10-2015,CAORLE,VE,ITALIA
M,08-10-2015,VENEZIA,VE,ITALIA
M,10-10-2015,ERACLEA,VE,ITALIA
M,10-10-2015,CAORLE,VE,ITALIA
F,10-10-2015,CAORLE,VE,ITALIA
M,13-10-2015,,,
M,14-10-2015,PORTOGRUARO,VE,ITALIA
M,15-10-2015,CHIONS,PN,ITALIA
F,16-10-2015,TORRE DI MOSTO,VE,ITALIA
F,17-10-2015,CESSALTO,TV,ITALIA
F,17-10-2015,CESSALTO,TV,ITALIA
M,17-10-2015,CESSALTO,TV,ITALIA
M,17-10-2015,CESSALTO,TV,ITALIA
M,17-10-2015,CESSALTO,TV,ITALIA
M,17-10-2015,ANNONE VENETO,VE,ITALIA
M,20-10-2015,,,
F,20-10-2015,CAORLE,VE,ITALIA
M,20-10-2015,MOTTA DI LIVENZA,TV,ITALIA
F,23-10-2015,CAORLE,VE,ITALIA
F,24-10-2015,CAORLE,VE,ITALIA
F,27-10-2015,ERACLEA,VE,ITALIA
F,28-10-2015,,,ALBANIA
M,28-10-2015,LAINATE,MI,ITALIA
F,28-10-2015,CESSALTO,TV,ITALIA
M,28-10-2015,CESSALTO,TV,ITALIA
M,28-10-2015,CESSALTO,TV,ITALIA
M,29-10-2015,PRAVISDOMINI,PN,ITALIA
M,31-10-2015,SAN MICHELE AL TAGLIAMENTO,VE,ITALIA
M,06-11-2015,BOJANO,CB,ITALIA
F,10-11-2015,TORRE DI MOSTO,VE,ITALIA
M,10-11-2015,TORRE DI MOSTO,VE,ITALIA
M,10-11-2015,,,
M,17-11-2015,MOTTA DI LIVENZA,TV,ITALIA
M,18-11-2015,CAPPELLA MAGGIORE,TV,ITALIA
F,18-11-2015,CAPPELLA MAGGIORE,TV,ITALIA
M,19-11-2015,,,INDIA
M,26-11-2015,CESSALTO,TV,ITALIA
M,26-11-2015,CESSALTO,TV,ITALIA
M,26-11-2015,TORRE DI MOSTO,VE,ITALIA
F,26-11-2015,CESSALTO,TV,ITALIA
M,26-11-2015,CAORLE,VE,ITALIA
F,01-12-2015,,,
F,01-12-2015,PONTE DI PIAVE,TV,ITALIA
F,02-12-2015,SAN DONÀ DI PIAVE,VE,ITALIA
M,04-12-2015,,,
F,19-12-2015,ERACLEA,VE,ITALIA
F,24-12-2015,FOSSALTA DI PORTOGRUARO,VE,ITALIA
F,30-12-2015,CAORLE,VE,ITALIA
F,31-12-2015,,,BULGARIA
F,05-01-2016,TORRE DI MOSTO,VE,ITALIA
M,05-01-2016,TORRE DI MOSTO,VE,ITALIA
M,05-01-2016,TORRE DI MOSTO,VE,ITALIA
M,11-01-2016,SAN DONÀ DI PIAVE,VE,ITALIA
M,11-01-2016,,,
M,11-01-2016,,,
F,12-01-2016,CEGGIA,VE,ITALIA
M,12-01-2016,CEGGIA,VE,ITALIA
M,12-01-2016,CEGGIA,VE,ITALIA
F,16-01-2016,PADOVA,PD,ITALIA
M,16-01-2016,PADOVA,PD,ITALIA
M,16-01-2016,PADOVA,PD,ITALIA
M,16-01-2016,PADOVA,PD,ITALIA
F,19-01-2016,CONCORDIA SAGITTARIA,VE,ITALIA
F,21-01-2016,DIGNANO,UD,ITALIA
M,22-01-2016,TORRE DI MOSTO,VE,ITALIA
F,23-01-2016,SAN DONÀ DI PIAVE,VE,ITALIA
M,23-01-2016,SAN DONÀ DI PIAVE,VE,ITALIA
F,23-01-2016,SAN DONÀ DI PIAVE,VE,ITALIA
M,26-01-2016,PRAVISDOMINI,PN,ITALIA
M,28-01-2016,CAORLE,VE,ITALIA
F,01-02-2016,CAORLE,VE,ITALIA
M,02-02-2016,SAN DONÀ DI PIAVE,VE,ITALIA
M,02-02-2016,ANNONE VENETO,VE,ITALIA
F,02-02-2016,SAN DONÀ DI PIAVE,VE,ITALIA
F,11-02-2016,,,MACEDONIA DEL NORD
F,11-02-2016,,,MACEDONIA DEL NORD
F,11-02-2016,,,MACEDONIA DEL NORD
F,11-02-2016,,,MACEDONIA DEL NORD
F,16-02-2016,CONCORDIA SAGITTARIA,VE,ITALIA
F,16-02-2016,CONCORDIA SAGITTARIA,VE,ITALIA
F,17-02-2016,CAORLE,VE,ITALIA
M,27-02-2016,SAN DONÀ DI PIAVE,VE,ITALIA
M,27-02-2016,,,KOSOVO
F,29-02-2016,,,MALI
M,29-02-2016,,,MALI
M,29-02-2016,,,MALI
M,01-03-2016,,,
F,16-03-2016,PADOVA,PD,ITALIA
M,17-03-2016,PONTE DI PIAVE,TV,ITALIA
F,19-03-2016,CAORLE,VE,ITALIA
M,25-03-2016,,,FEDERAZIONE RUSSA
F,25-03-2016,MODENA,MO,ITALIA
M,25-03-2016,MODENA,MO,ITALIA
M,25-03-2016,MODENA,MO,ITALIA
M,30-03-2016,CEGGIA,VE,ITALIA
F,30-03-2016,CEGGIA,VE,ITALIA
F,02-04-2016,CESSALTO,TV,ITALIA
F,02-04-2016,TREZZANO SUL NAVIGLIO,MI,ITALIA
M,04-04-2016,CAORLE,VE,ITALIA
F,04-04-2016,CAORLE,VE,ITALIA
F,04-04-2016,CAORLE,VE,ITALIA
F,06-04-2016,TORRE DI MOSTO,VE,ITALIA
M,06-04-2016,TORRE DI MOSTO,VE,ITALIA
M,07-04-2016,FERRARA,FE,ITALIA
F,12-04-2016,,,MOLDOVA
F,16-04-2016,ERACLEA,VE,ITALIA
F,26-04-2016,SAN DONÀ DI PIAVE,VE,ITALIA
M,27-04-2016,PRAMAGGIORE,VE,ITALIA
F,27-04-2016,PRAMAGGIORE,VE,ITALIA
M,27-04-2016,ODERZO,TV,ITALIA
F,30-04-2016,GIUGLIANO IN CAMPANIA,,ITALIA
F,30-04-2016,GIUGLIANO IN CAMPANIA,,ITALIA
M,10-05-2016,ROVIGO,RO,ITALIA
F,14-05-2016,TORRE DI MOSTO,VE,ITALIA
M,19-05-2016,CAORLE,VE,ITALIA
F,21-05-2016,ABBADIA SAN SALVATORE,SI,ITALIA
F,21-05-2016,ABBADIA SAN SALVATORE,SI,ITALIA
M,21-05-2016,ABBADIA SAN SALVATORE,SI,ITALIA
M,21-05-2016,GORGO AL MONTICANO,TV,ITALIA
M,28-05-2016,,,
