Sesso,DataImmigrazione,LuogoProvenienza,Provincia,Stato
M,04/11/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
F,03/07/2002,CONCORDIA SAGITTARIA ,VE,ITALIA
F,10/03/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
M,31/01/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
F,11/07/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
F,25/11/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
F,15/10/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
M,27/01/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
F,09/08/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
F,25/05/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
M,01/03/2012,CONCORDIA SAGITTARIA ,VE,ITALIA
F,09/12/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
M,07/02/2000,CONCORDIA SAGITTARIA ,VE,ITALIA
M,18/07/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
F,18/07/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,18/07/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,03/04/2010,CONCORDIA SAGITTARIA ,VE,ITALIA
F,25/09/2013,CONCORDIA SAGITTARIA ,VE,ITALIA
F,31/10/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
M,17/01/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
F,15/01/2003,CONCORDIA SAGITTARIA ,VE,ITALIA
F,26/08/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
M,04/01/2008,CONCORDIA SAGITTARIA ,VE,ITALIA
M,04/03/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
M,22/05/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,22/05/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
F,20/04/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
F,07/03/2002,CONCORDIA SAGITTARIA ,VE,ITALIA
F,09/07/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,05/08/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
F,02/01/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
M,05/02/2000,CONCORDIA SAGITTARIA ,VE,ITALIA
M,05/02/2000,CONCORDIA SAGITTARIA ,VE,ITALIA
M,04/03/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
M,14/12/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
F,17/06/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
F,05/10/2000,CONCORDIA SAGITTARIA ,VE,ITALIA
M,05/10/2000,CONCORDIA SAGITTARIA ,VE,ITALIA
M,05/10/2000,CONCORDIA SAGITTARIA ,VE,ITALIA
M,20/12/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
M,20/12/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
M,14/10/2013,CONCORDIA SAGITTARIA ,VE,ITALIA
F,18/08/2017,CONCORDIA SAGITTARIA ,VE,ITALIA
F,27/03/2003,CONCORDIA SAGITTARIA ,VE,ITALIA
F,03/03/2004,CONCORDIA SAGITTARIA ,VE,ITALIA
F,11/08/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
F,10/04/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,09/07/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
F,26/06/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,30/04/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,17/01/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
M,27/12/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
F,31/10/2002,CONCORDIA SAGITTARIA ,VE,ITALIA
F,01/07/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
M,22/11/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
F,02/02/2012,CONCORDIA SAGITTARIA ,VE,ITALIA
M,15/06/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
M,11/08/2020,CONCORDIA SAGITTARIA ,VE,ITALIA
F,26/09/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
M,22/03/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
F,21/11/2000,CONCORDIA SAGITTARIA ,VE,ITALIA
F,29/10/2002,CONCORDIA SAGITTARIA ,VE,ITALIA
M,07/02/2004,CONCORDIA SAGITTARIA ,VE,ITALIA
M,15/06/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
M,06/04/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
M,08/08/2013,CONCORDIA SAGITTARIA ,VE,ITALIA
M,22/11/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,25/01/2006,CONCORDIA SAGITTARIA ,VE,ITALIA
F,15/06/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
F,08/11/2008,CONCORDIA SAGITTARIA ,VE,ITALIA
M,16/05/2013,CONCORDIA SAGITTARIA ,VE,ITALIA
M,11/12/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
M,11/12/2014,CONCORDIA SAGITTARIA ,VE,ITALIA
M,16/07/2010,CONCORDIA SAGITTARIA ,VE,ITALIA
F,29/07/2013,CONCORDIA SAGITTARIA ,VE,ITALIA
M,21/04/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,02/11/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,02/01/2017,CONCORDIA SAGITTARIA ,VE,ITALIA
F,13/07/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
M,21/04/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
F,22/02/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
F,04/01/2008,CONCORDIA SAGITTARIA ,VE,ITALIA
F,19/05/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
M,21/04/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,13/11/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
M,16/07/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
M,05/05/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
F,03/03/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
M,02/01/2017,CONCORDIA SAGITTARIA ,VE,ITALIA
M,07/05/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
M,11/08/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
M,01/04/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
M,11/08/2005,CONCORDIA SAGITTARIA ,VE,ITALIA
M,13/11/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
F,12/02/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,02/01/2017,CONCORDIA SAGITTARIA ,VE,ITALIA
M,03/06/2013,CONCORDIA SAGITTARIA ,VE,ITALIA
F,04/03/2010,CONCORDIA SAGITTARIA ,VE,ITALIA
F,31/01/2001,CONCORDIA SAGITTARIA ,VE,ITALIA
F,18/05/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
F,04/10/2019,CONCORDIA SAGITTARIA ,VE,ITALIA
M,09/10/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
F,27/12/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
F,25/07/2003,CONCORDIA SAGITTARIA ,VE,ITALIA
M,23/09/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
F,31/01/2004,CONCORDIA SAGITTARIA ,VE,ITALIA
M,18/05/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
F,19/10/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
F,08/08/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
F,15/07/2011,CONCORDIA SAGITTARIA ,VE,ITALIA
M,08/08/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
F,04/11/2015,CONCORDIA SAGITTARIA ,VE,ITALIA
M,05/02/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
F,22/03/2018,CONCORDIA SAGITTARIA ,VE,ITALIA
F,23/09/2017,CONCORDIA SAGITTARIA ,VE,ITALIA
M,29/09/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
F,28/02/2009,CONCORDIA SAGITTARIA ,VE,ITALIA
M,29/04/2003,CONCORDIA SAGITTARIA ,VE,ITALIA
F,29/04/2003,CONCORDIA SAGITTARIA ,VE,ITALIA
M,22/07/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
F,18/10/2000,CONCORDIA SAGITTARIA ,VE,ITALIA
F,04/08/2016,CONCORDIA SAGITTARIA ,VE,ITALIA
F,07/12/2012,CONCORDIA SAGITTARIA ,VE,ITALIA
F,16/09/2013,CONCORDIA SAGITTARIA ,VE,ITALIA
F,18/02/2000,CONCORDIA SAGITTARIA ,VE,ITALIA
F,05/02/2007,CONCORDIA SAGITTARIA ,VE,ITALIA
M,30/10/2000,CONCORDIA SULLA SECCHIA ,MO,ITALIA
M,30/10/2019,CONEGLIANO ,TV,ITALIA
F,02/09/2019,CONEGLIANO ,TV,ITALIA
M,15/03/2007,CONEGLIANO ,TV,ITALIA
M,18/07/2002,CONEGLIANO ,TV,ITALIA
M,01/02/2020,CONEGLIANO ,TV,ITALIA
F,12/01/2015,CONEGLIANO ,TV,ITALIA
F,15/05/2018,CONEGLIANO ,TV,ITALIA
F,07/04/2015,CONEGLIANO ,TV,ITALIA
M,26/02/2005,CONEGLIANO ,TV,ITALIA
M,23/11/2006,CONEGLIANO ,TV,ITALIA
F,14/01/2019,CONEGLIANO ,TV,ITALIA
M,14/01/2019,CONEGLIANO ,TV,ITALIA
M,14/01/2019,CONEGLIANO ,TV,ITALIA
F,14/12/2011,CONEGLIANO ,TV,ITALIA
M,14/12/2011,CONEGLIANO ,TV,ITALIA
M,01/12/2010,CONEGLIANO ,TV,ITALIA
F,15/09/2016,CONEGLIANO ,TV,ITALIA
F,03/03/2020,CONEGLIANO ,TV,ITALIA
F,16/05/2014,CONEGLIANO ,TV,ITALIA
F,18/02/2011,CONEGLIANO ,TV,ITALIA
F,01/08/2011,CONEGLIANO ,TV,ITALIA
F,12/01/2009,CONEGLIANO ,TV,ITALIA
F,30/08/2008,CONEGLIANO ,TV,ITALIA
F,30/08/2008,CONEGLIANO ,TV,ITALIA
M,30/08/2008,CONEGLIANO ,TV,ITALIA
M,27/06/2008,CONEGLIANO ,TV,ITALIA
M,30/08/2008,CONEGLIANO ,TV,ITALIA
M,27/06/2008,CONEGLIANO ,TV,ITALIA
M,12/01/2009,CONEGLIANO ,TV,ITALIA
M,30/08/2008,CONEGLIANO ,TV,ITALIA
M,12/01/2009,CONEGLIANO ,TV,ITALIA
M,30/08/2008,CONEGLIANO ,TV,ITALIA
M,10/12/2002,CONEGLIANO ,TV,ITALIA
F,14/01/2019,CONEGLIANO ,TV,ITALIA
M,27/06/2008,CONEGLIANO ,TV,ITALIA
M,03/04/2019,CONEGLIANO ,TV,ITALIA
M,28/12/2011,CONEGLIANO ,TV,ITALIA
F,25/10/2011,CONEGLIANO ,TV,ITALIA
F,05/03/2018,CONEGLIANO ,TV,ITALIA
F,03/01/2020,CONEGLIANO ,TV,ITALIA
F,09/07/2009,CONEGLIANO ,TV,ITALIA
F,17/11/2008,CONEGLIANO ,TV,ITALIA
M,23/07/2014,CONEGLIANO ,TV,ITALIA
M,31/01/2020,CONEGLIANO ,TV,ITALIA
M,03/01/2020,CONEGLIANO ,TV,ITALIA
F,21/06/2013,CONEGLIANO ,TV,ITALIA
M,21/06/2013,CONEGLIANO ,TV,ITALIA
F,10/03/2017,CONEGLIANO ,TV,ITALIA
F,10/03/2017,CONEGLIANO ,TV,ITALIA
M,10/03/2017,CONEGLIANO ,TV,ITALIA
M,05/02/2018,CONEGLIANO ,TV,ITALIA
M,10/03/2017,CONEGLIANO ,TV,ITALIA
M,10/03/2017,CONEGLIANO ,TV,ITALIA
M,27/09/2019,CONEGLIANO ,TV,ITALIA
M,06/11/2019,CONEGLIANO ,TV,ITALIA
M,04/09/2020,CONEGLIANO ,TV,ITALIA
F,19/12/2006,CONEGLIANO ,TV,ITALIA
M,15/09/2016,CONEGLIANO ,TV,ITALIA
M,15/09/2016,CONEGLIANO ,TV,ITALIA
M,12/04/2008,CONTIGLIANO ,RI,ITALIA
F,09/01/2012,CONTROGUERRA ,TE,ITALIA
F,02/02/2011,CONTROGUERRA ,TE,ITALIA
M,09/01/2012,CONTROGUERRA ,TE,ITALIA
F,29/05/2018,CONTURSI TERME ,SA,ITALIA
M,11/10/2019,CONVERSANO ,BA,ITALIA
F,25/06/2001,CONVERSANO ,BA,ITALIA
F,27/07/2020,CONVERSANO ,BA,ITALIA
M,04/11/2015,CONVERSANO ,BA,ITALIA
F,25/10/2014,COPERTINO ,LE,ITALIA
M,28/04/2007,COPERTINO ,LE,ITALIA
F,24/02/2010,COPERTINO ,LE,ITALIA
M,05/09/2005,COPERTINO ,LE,ITALIA
M,16/06/2016,COPPARO ,FE,ITALIA
F,01/12/2001,COPPARO ,FE,ITALIA
F,01/12/2001,COPPARO ,FE,ITALIA
F,07/05/2003,CORATO ,BA,ITALIA
F,20/05/2002,CORATO ,BA,ITALIA
F,20/05/2002,CORATO ,BA,ITALIA
M,03/10/2011,CORATO ,BA,ITALIA
M,07/03/2009,CORATO ,BA,ITALIA
F,15/01/2014,CORATO ,BA,ITALIA
F,26/06/2007,CORDENONS ,PN,ITALIA
F,15/09/2008,CORDENONS ,PN,ITALIA
M,20/08/2018,CORDENONS ,PN,ITALIA
F,17/09/2016,CORDENONS ,PN,ITALIA
F,14/06/2004,CORDENONS ,PN,ITALIA
F,21/08/2006,CORDENONS ,PN,ITALIA
M,23/04/2008,CORDENONS ,PN,ITALIA
F,05/12/2009,CORDENONS ,PN,ITALIA
M,25/09/2004,CORDENONS ,PN,ITALIA
F,16/07/2018,CORDENONS ,PN,ITALIA
M,21/02/2019,CORDENONS ,PN,ITALIA
M,01/10/2004,CORDENONS ,PN,ITALIA
F,16/04/2020,CORDENONS ,PN,ITALIA
F,16/04/2020,CORDENONS ,PN,ITALIA
F,30/07/2007,CORDENONS ,PN,ITALIA
F,24/07/2000,CORDENONS ,PN,ITALIA
F,06/11/2007,CORDENONS ,PN,ITALIA
M,06/11/2007,CORDENONS ,PN,ITALIA
M,20/07/2009,CORDENONS ,PN,ITALIA
M,16/11/2002,CORDENONS ,PN,ITALIA
M,22/05/2002,CORDENONS ,PN,ITALIA
F,28/08/2007,CORDENONS ,PN,ITALIA
F,31/05/2013,CORDENONS ,PN,ITALIA
M,21/08/2006,CORDENONS ,PN,ITALIA
M,08/07/2006,CORDENONS ,PN,ITALIA
M,24/11/2018,CORDENONS ,PN,ITALIA
M,26/02/2016,CORDENONS ,PN,ITALIA
M,13/10/2009,CORDENONS ,PN,ITALIA
F,16/06/2016,CORDENONS ,PN,ITALIA
F,04/01/2013,CORDENONS ,PN,ITALIA
F,04/01/2013,CORDENONS ,PN,ITALIA
M,25/01/2013,CORDENONS ,PN,ITALIA
M,16/11/2019,CORDENONS ,PN,ITALIA
F,26/07/2010,CORDENONS ,PN,ITALIA
M,30/04/2010,CORDENONS ,PN,ITALIA
F,05/05/2010,CORDENONS ,PN,ITALIA
M,30/01/2010,CORDENONS ,PN,ITALIA
M,22/03/2006,CORDENONS ,PN,ITALIA
F,16/10/2010,CORDENONS ,PN,ITALIA
F,20/07/2009,CORDENONS ,PN,ITALIA
F,27/11/2012,CORDENONS ,PN,ITALIA
F,14/02/2014,CORDENONS ,PN,ITALIA
F,19/03/2008,CORDENONS ,PN,ITALIA
F,06/11/2007,CORDENONS ,PN,ITALIA
M,03/08/2007,CORDIGNANO ,TV,ITALIA
M,03/05/2000,CORDIGNANO ,TV,ITALIA
F,06/09/2017,CORDOVADO ,PN,ITALIA
F,01/10/2012,CORDOVADO ,PN,ITALIA
F,05/04/2002,CORDOVADO ,PN,ITALIA
F,13/06/2005,CORDOVADO ,PN,ITALIA
M,03/01/2007,CORDOVADO ,PN,ITALIA
M,16/07/2001,CORDOVADO ,PN,ITALIA
M,30/10/2013,CORDOVADO ,PN,ITALIA
F,04/02/2011,CORDOVADO ,PN,ITALIA
M,24/10/2011,CORDOVADO ,PN,ITALIA
F,01/03/2019,CORDOVADO ,PN,ITALIA
F,17/08/2011,CORDOVADO ,PN,ITALIA
M,01/10/2020,CORDOVADO ,PN,ITALIA
M,08/06/2012,CORDOVADO ,PN,ITALIA
F,20/01/2004,CORDOVADO ,PN,ITALIA
M,26/02/2000,CORDOVADO ,PN,ITALIA
M,16/03/2005,CORDOVADO ,PN,ITALIA
F,17/08/2016,CORDOVADO ,PN,ITALIA
M,01/06/2016,CORDOVADO ,PN,ITALIA
M,22/05/2003,CORDOVADO ,PN,ITALIA
M,17/08/2016,CORDOVADO ,PN,ITALIA
F,17/08/2016,CORDOVADO ,PN,ITALIA
F,11/12/2007,CORDOVADO ,PN,ITALIA
M,27/11/2000,CORDOVADO ,PN,ITALIA
M,14/02/2018,CORDOVADO ,PN,ITALIA
F,21/02/2005,CORDOVADO ,PN,ITALIA
F,08/04/2010,CORDOVADO ,PN,ITALIA
M,11/05/2018,CORDOVADO ,PN,ITALIA
F,08/05/2001,CORDOVADO ,PN,ITALIA
F,13/03/2003,CORDOVADO ,PN,ITALIA
F,04/04/2018,CORDOVADO ,PN,ITALIA
M,24/10/2013,CORDOVADO ,PN,ITALIA
M,06/09/2017,CORDOVADO ,PN,ITALIA
M,23/09/2017,CORDOVADO ,PN,ITALIA
M,06/09/2017,CORDOVADO ,PN,ITALIA
F,06/09/2017,CORDOVADO ,PN,ITALIA
F,17/01/2000,CORDOVADO ,PN,ITALIA
M,16/08/2019,CORDOVADO ,PN,ITALIA
M,03/07/2018,CORDOVADO ,PN,ITALIA
F,14/09/2006,CORDOVADO ,PN,ITALIA
F,26/02/2000,CORDOVADO ,PN,ITALIA
M,12/12/2003,CORDOVADO ,PN,ITALIA
M,11/07/2001,CORDOVADO ,PN,ITALIA
M,16/08/2005,CORDOVADO ,PN,ITALIA
M,01/03/2019,CORDOVADO ,PN,ITALIA
M,01/03/2019,CORDOVADO ,PN,ITALIA
M,10/10/2009,CORDOVADO ,PN,ITALIA
M,18/08/2004,CORDOVADO ,PN,ITALIA
F,09/06/2006,CORDOVADO ,PN,ITALIA
F,30/10/2015,CORDOVADO ,PN,ITALIA
F,14/01/2020,CORDOVADO ,PN,ITALIA
M,15/02/2001,CORDOVADO ,PN,ITALIA
M,14/02/2009,CORDOVADO ,PN,ITALIA
M,12/04/2010,CORDOVADO ,PN,ITALIA
M,25/05/2020,CORDOVADO ,PN,ITALIA
F,01/06/2016,CORDOVADO ,PN,ITALIA
M,04/03/2011,CORDOVADO ,PN,ITALIA
F,17/08/2011,CORDOVADO ,PN,ITALIA
M,31/01/2018,CORDOVADO ,PN,ITALIA
M,17/09/2009,CORDOVADO ,PN,ITALIA
F,05/09/2001,CORDOVADO ,PN,ITALIA
M,05/09/2001,CORDOVADO ,PN,ITALIA
M,05/09/2001,CORDOVADO ,PN,ITALIA
F,05/09/2001,CORDOVADO ,PN,ITALIA
F,10/01/2001,CORDOVADO ,PN,ITALIA
M,20/10/2020,CORDOVADO ,PN,ITALIA
F,25/11/2010,CORDOVADO ,PN,ITALIA
F,27/03/2007,CORDOVADO ,PN,ITALIA
F,06/07/2020,CORDOVADO ,PN,ITALIA
F,19/03/2001,CORDOVADO ,PN,ITALIA
M,11/03/2013,CORDOVADO ,PN,ITALIA
M,07/01/2002,CORDOVADO ,PN,ITALIA
M,17/11/2008,CORDOVADO ,PN,ITALIA
F,03/07/2013,CORDOVADO ,PN,ITALIA
M,03/07/2013,CORDOVADO ,PN,ITALIA
M,10/01/2000,CORDOVADO ,PN,ITALIA
M,03/07/2018,CORDOVADO ,PN,ITALIA
F,03/07/2018,CORDOVADO ,PN,ITALIA
F,16/11/2011,CORDOVADO ,PN,ITALIA
F,09/11/2007,CORDOVADO ,PN,ITALIA
M,10/12/1999,CORDOVADO ,PN,ITALIA
M,25/09/2017,CORDOVADO ,PN,ITALIA
F,25/09/2017,CORDOVADO ,PN,ITALIA
F,10/12/1999,CORDOVADO ,PN,ITALIA
F,05/11/2010,CORDOVADO ,PN,ITALIA
F,14/09/2006,CORDOVADO ,PN,ITALIA
M,14/09/2006,CORDOVADO ,PN,ITALIA
M,25/07/2017,CORDOVADO ,PN,ITALIA
M,28/01/2004,CORDOVADO ,PN,ITALIA
F,03/07/2018,CORDOVADO ,PN,ITALIA
M,16/09/2000,CORDOVADO ,PN,ITALIA
M,04/12/2015,CORDOVADO ,PN,ITALIA
M,06/12/2017,CORDOVADO ,PN,ITALIA
F,11/01/2006,CORDOVADO ,PN,ITALIA
M,06/09/2012,CORDOVADO ,PN,ITALIA
M,08/10/2003,CORDOVADO ,PN,ITALIA
M,01/12/2004,CORDOVADO ,PN,ITALIA
M,19/04/2005,CORDOVADO ,PN,ITALIA
M,31/01/2013,CORDOVADO ,PN,ITALIA
F,21/04/2006,CORDOVADO ,PN,ITALIA
M,19/09/2018,CORDOVADO ,PN,ITALIA
M,01/08/2008,CORDOVADO ,PN,ITALIA
M,26/09/2018,CORDOVADO ,PN,ITALIA
M,03/11/2008,CORDOVADO ,PN,ITALIA
F,30/08/2013,CORDOVADO ,PN,ITALIA
M,19/01/2004,CORDOVADO ,PN,ITALIA
F,10/10/2001,CORDOVADO ,PN,ITALIA
M,17/05/2008,CORDOVADO ,PN,ITALIA
M,14/01/2020,CORDOVADO ,PN,ITALIA
F,07/01/2013,CORDOVADO ,PN,ITALIA
F,12/12/2003,CORDOVADO ,PN,ITALIA
M,10/10/2009,CORDOVADO ,PN,ITALIA
F,06/08/2020,CORDOVADO ,PN,ITALIA
M,19/02/2018,CORDOVADO ,PN,ITALIA
M,21/02/2005,CORDOVADO ,PN,ITALIA
M,21/02/2005,CORDOVADO ,PN,ITALIA
M,21/01/2004,COREGLIA ANTELMINELLI ,LU,ITALIA
F,21/01/2004,COREGLIA ANTELMINELLI ,LU,ITALIA
F,03/12/2005,CORI ,LT,ITALIA
M,02/03/2012,CORIGLIANO CALABRO ,CS,ITALIA
F,08/11/2019,CORMONS ,GO,ITALIA
F,04/11/2002,CORMONS ,GO,ITALIA
M,08/11/2019,CORMONS ,GO,ITALIA
F,16/03/2020,CORMONS ,GO,ITALIA
M,23/09/2002,CORNEDO ALL'ISARCO ,BZ,ITALIA
M,23/09/2002,CORNEDO ALL'ISARCO ,BZ,ITALIA
M,23/09/2002,CORNEDO ALL'ISARCO ,BZ,ITALIA
F,23/09/2002,CORNEDO ALL'ISARCO ,BZ,ITALIA
F,06/11/2018,CORNO DI ROSAZZO ,UD,ITALIA
M,07/10/2015,CORNUDA ,TV,ITALIA
M,01/07/2011,CORNUDA ,TV,ITALIA
F,13/06/2011,CORNUDA ,TV,ITALIA
F,01/07/2011,CORNUDA ,TV,ITALIA
F,04/02/2005,CORREGGIO ,RE,ITALIA
F,13/03/2007,CORREGGIO ,RE,ITALIA
M,13/03/2007,CORREGGIO ,RE,ITALIA
F,06/03/2019,CORREZZOLA ,PD,ITALIA
F,29/08/2012,CORREZZOLA ,PD,ITALIA
M,13/10/2017,CORSICO ,MI,ITALIA
F,19/01/2005,CORTINA D'AMPEZZO ,BL,ITALIA
M,19/11/2007,CORTINA D'AMPEZZO ,BL,ITALIA
F,16/01/2006,COSEANO ,UD,ITALIA
F,14/10/2008,COSEANO ,UD,ITALIA
M,16/01/2006,COSEANO ,UD,ITALIA
M,16/01/2006,COSEANO ,UD,ITALIA
F,21/12/1999,COSENZA ,CS,ITALIA
M,21/12/1999,COSENZA ,CS,ITALIA
M,05/05/2003,COSENZA ,CS,ITALIA
F,10/10/2007,COSIO VALTELLINO ,SO,ITALIA
M,17/07/2015,COSSATO ,BI,ITALIA
M,21/03/2018,COSTA D'AVORIO,,COSTA D'AVORIO
M,04/03/2016,COSTA D'AVORIO,,COSTA D'AVORIO
F,01/08/2016,COSTA D'AVORIO,,COSTA D'AVORIO
M,21/03/2018,COSTA D'AVORIO,,COSTA D'AVORIO
F,02/08/2016,COSTA D'AVORIO,,COSTA D'AVORIO
M,04/04/2003,COSTA RICA,,COSTA RICA
M,20/07/2016,COSTA RICA,,COSTA RICA
F,04/08/2001,COSTABISSARA ,VI,ITALIA
M,04/08/2001,COSTABISSARA ,VI,ITALIA
M,04/08/2001,COSTABISSARA ,VI,ITALIA
F,11/04/2008,COURMAYEUR ,AO,ITALIA
F,09/04/2008,COURMAYEUR ,AO,ITALIA
M,10/10/2008,COURMAYEUR ,AO,ITALIA
F,24/12/2008,COURMAYEUR ,AO,ITALIA
M,03/11/2003,COVO ,BG,ITALIA
F,07/08/2013,CREMONA ,CR,ITALIA
M,07/08/2013,CREMONA ,CR,ITALIA
F,07/08/2013,CREMONA ,CR,ITALIA
F,07/08/2013,CREMONA ,CR,ITALIA
M,07/08/2013,CREMONA ,CR,ITALIA
F,04/08/2008,CREMONA ,CR,ITALIA
M,04/08/2008,CREMONA ,CR,ITALIA
M,12/06/2009,CREMOSANO ,CR,ITALIA
F,18/09/2006,CRESPADORO ,VI,ITALIA
M,26/06/2003,CRESPANO DEL GRAPPA ,TV,ITALIA
F,28/04/2014,CRESPIATICA ,LO,ITALIA
M,21/12/1999,CRESPINO ,RO,ITALIA
M,20/09/2000,CRESPINO ,RO,ITALIA
F,06/04/2018,CRESPINO ,RO,ITALIA
M,28/03/2018,CRESPINO ,RO,ITALIA
F,06/04/2018,CRESPINO ,RO,ITALIA
M,06/04/2018,CRESPINO ,RO,ITALIA
F,30/06/2003,CREVALCORE ,BO,ITALIA
F,30/06/2003,CREVALCORE ,BO,ITALIA
M,28/06/2003,CREVALCORE ,BO,ITALIA
F,06/08/2005,CRISPIANO ,TA,ITALIA
M,20/05/2005,CRISPIANO ,TA,ITALIA
M,20/05/2005,CRISPIANO ,TA,ITALIA
F,06/08/2005,CRISPIANO ,TA,ITALIA
F,18/02/2010,CRISPIANO ,TA,ITALIA
M,25/09/2002,CRISPIANO ,TA,ITALIA
M,27/03/2014,CROAZIA,,CROAZIA
F,29/09/2008,CROAZIA,,CROAZIA
M,28/06/2005,CROAZIA,,CROAZIA
M,13/05/2002,CROAZIA,,CROAZIA
F,29/12/2017,CROAZIA,,CROAZIA
M,17/06/2009,CROAZIA,,CROAZIA
F,04/09/2009,CROAZIA,,CROAZIA
M,30/06/2003,CROAZIA,,CROAZIA
M,18/01/2019,CROAZIA,,CROAZIA
M,05/06/2020,CROAZIA,,CROAZIA
F,02/09/2008,CROAZIA,,CROAZIA
M,15/09/2006,CROAZIA,,CROAZIA
M,18/09/2006,CROAZIA,,CROAZIA
F,11/09/2013,CROAZIA,,CROAZIA
M,04/08/2001,CROAZIA,,CROAZIA
M,24/03/2010,CROAZIA,,CROAZIA
F,11/03/2000,CROAZIA,,CROAZIA
F,15/09/2000,CROAZIA,,CROAZIA
F,17/04/2009,CROAZIA,,CROAZIA
M,01/02/2008,CROAZIA,,CROAZIA
M,03/06/2015,CROAZIA,,CROAZIA
M,13/09/2006,CROAZIA,,CROAZIA
F,04/09/2009,CROAZIA,,CROAZIA
M,22/06/2015,CROAZIA,,CROAZIA
F,18/10/2010,CROAZIA,,CROAZIA
M,19/01/2001,CROAZIA,,CROAZIA
F,04/06/2003,CROAZIA,,CROAZIA
M,30/07/2008,CROAZIA,,CROAZIA
M,29/10/2001,CROAZIA,,CROAZIA
F,25/03/2014,CROAZIA,,CROAZIA
M,28/04/2004,CROCETTA DEL MONTELLO ,TV,ITALIA
F,08/01/2008,CROTONE ,KR,ITALIA
M,19/01/2008,CROTONE ,KR,ITALIA
M,07/05/2008,CROTONE ,KR,ITALIA
F,16/07/2008,CROTONE ,KR,ITALIA
M,08/01/2008,CROTONE ,KR,ITALIA
