DATA ISCRIZIONE,DESCRIZIONE COMUNE PROVENIENZA,SIGLA PROVINCIA PROVENIENZA,STATO ESTERO DI PROVENIENZA
28/11/16,SAN VITO AL TAGLIAMENTO,PN,
05/03/19,RONCO ALL'ADIGE,VR,
28/11/16,SAN VITO AL TAGLIAMENTO,PN,
01/12/16,SAN VITO AL TAGLIAMENTO,PN,
04/12/16,LIGNANO SABBIADORO,UD,
30/11/16,NOVARA,NO,
07/12/16,PIACENZA,PC,
08/12/16,SAN VITO AL TAGLIAMENTO,PN,
14/12/16,SAN DONÀ DI PIAVE,VE,
14/12/16,MOTTA DI LIVENZA,TV,
13/12/16,PRATA DI PORDENONE,PN,
16/11/20,DOBERDÒ DEL LAGO,GO,
16/12/16,PALMANOVA,UD,
21/12/16,INVERIGO,CO,
17/12/16,SAN VITO AL TAGLIAMENTO,PN,
22/12/16,PALMANOVA,UD,
03/01/17,CONEGLIANO,TV,
08/01/17,PALMANOVA,UD,
16/01/17,BRASILE,,BRASILE
20/01/17,BRUGHERIO,MB,
08/02/17,LATISANA,UD,
15/01/17,SAN VITO AL TAGLIAMENTO,PN,
24/01/17,STARANZANO,GO,
25/01/17,ROMANIA,,ROMANIA
23/01/17,SAN VITO AL TAGLIAMENTO,PN,
25/01/17,SAN VITO AL TAGLIAMENTO,PN,
30/01/17,PORTOGRUARO,VE,
30/01/17,PORTOGRUARO,VE,
01/02/17,PORTOGRUARO,VE,
03/02/17,ALBANIA,,ALBANIA
03/02/17,PORTOGRUARO,VE,
03/02/17,MISANO ADRIATICO,RN,
04/02/17,SAN VITO AL TAGLIAMENTO,PN,
13/02/17,SLOVACCHIA,,SLOVACCHIA
15/02/17,SAN GIORGIO DI NOGARO,UD,
15/02/17,CINA POPOLARE,,REPUBBLICA POPOLARE CINESE
15/02/17,CINA POPOLARE,,REPUBBLICA POPOLARE CINESE
05/06/18,CONCORDIA SAGITTARIA,VE,
18/02/17,PALAZZOLO DELLO STELLA,UD,
05/10/17,VERONA,VR,
21/02/17,SAN VITO AL TAGLIAMENTO,PN,
24/02/17,IRLANDA,,IRLANDA
19/02/17,UDINE,UD,
21/02/17,PALMANOVA,UD,
16/02/17,SAN VITO AL TAGLIAMENTO,PN,
11/09/19,DOIS IRMAOS RS,,BRASILE
06/03/17,ROMANIA,,ROMANIA
13/03/17,CROAZIA,,CROAZIA
13/03/17,CROAZIA,,CROAZIA
14/03/17,VENEZIA,VE,
28/08/17,BRUGNERA,PN,
02/11/16,KESZTHELY,,UNGHERIA
15/03/17,ZOPPOLA,PN,
20/03/17,LATISANA,UD,
20/03/17,LATISANA,UD,
21/03/17,ODERZO,TV,
27/03/17,SAN VITO AL TAGLIAMENTO,PN,
03/04/17,MISANO ADRIATICO,RN,
03/04/17,BERTIOLO,UD,
03/04/17,ROMANIA,,ROMANIA
11/04/17,SAN VITO AL TAGLIAMENTO,PN,
10/04/17,TREVISO,TV,
09/04/17,SAN VITO AL TAGLIAMENTO,PN,
11/04/17,LIGNANO SABBIADORO,UD,
07/04/17,SAN VITO AL TAGLIAMENTO,PN,
12/04/17,CASARSA DELLA DELIZIA,PN,
12/04/17,PRAVISDOMINI,PN,
13/04/17,ROMANIA,,ROMANIA
15/04/17,SAN VITO AL TAGLIAMENTO,PN,
21/04/17,LIGNANO SABBIADORO,UD,
24/04/17,MANZANO,UD,
21/04/17,CONEGLIANO,TV,
28/04/17,ROMANIA,,ROMANIA
05/05/17,PORTOGRUARO,VE,
05/05/17,ALBANIA,,ALBANIA
05/05/17,DOLO,VE,
05/05/17,MORROVALLE,MC,
30/04/17,SAN VITO AL TAGLIAMENTO,PN,
10/05/17,CINTO CAOMAGGIORE,VE,
10/05/17,CODROIPO,UD,
12/05/17,CORDENONS,PN,
12/05/17,CORDENONS,PN,
23/05/17,LIVORNO,LI,
29/05/17,KOSOVO,,KOSOVO
29/05/17,ALBANIA,,ALBANIA
26/05/17,PALMANOVA,UD,
31/05/17,RIVIGNANO TEOR,UD,
31/05/17,UNGHERIA,,UNGHERIA
23/05/17,CASTIONS DI STRADA,UD,
23/05/17,CASTIONS DI STRADA,UD,
22/09/17,TEGLIO VENETO,VE,
16/06/17,RONCO ALL'ADIGE,VR,
13/06/17,CONCORDIA SAGITTARIA,VE,
12/06/17,LATISANA,UD,
12/06/17,LATISANA,UD,
21/07/20,LATISANA,UD,
14/06/17,TRIESTE,TS,
12/06/17,LATISANA,UD,
11/06/17,SAN VITO AL TAGLIAMENTO,PN,
20/06/17,MONFALCONE,GO,
23/06/17,PORTOGRUARO,VE,
21/06/17,ALTIVOLE,TV,
21/06/17,ALTIVOLE,TV,
30/03/17,ARGENTINA,,ARGENTINA
01/07/17,CONCORDIA SAGITTARIA,VE,
28/06/17,SAN VITO AL TAGLIAMENTO,PN,
04/07/17,ALBANIA,,ALBANIA
07/07/17,ALBANIA,,ALBANIA
10/07/17,TRIESTE,TS,
20/12/17,CINTO CAOMAGGIORE,VE,
19/09/17,PORTOGRUARO,VE,
16/07/17,SAN VITO AL TAGLIAMENTO,PN,
14/07/17,SAN DONÀ DI PIAVE,VE,
21/07/20,PORTOGRUARO,VE,
10/11/20,IMOLA,BO,
24/07/17,LATISANA,UD,
24/07/17,LATISANA,UD,
28/07/17,LATISANA,UD,
25/07/17,VENEZUELA,,VENEZUELA
02/08/17,GIUSSAGO,PV,
05/12/17,BRASILE,,BRASILE
14/12/18,LATISANA,UD,
01/08/17,SAN VITO AL TAGLIAMENTO,PN,
05/08/17,BRASILE,,BRASILE
05/08/17,BRASILE,,BRASILE
31/07/17,SAN VITO AL TAGLIAMENTO,PN,
08/08/17,UDINE,UD,
11/08/17,SVIZZERA,,SVIZZERA
09/08/17,SAN VITO AL TAGLIAMENTO,PN,
25/08/17,SAN VITO AL TAGLIAMENTO,PN,
28/08/17,LATISANA,UD,
28/08/17,BRUGNERA,PN,
31/08/17,ROMANIA,,ROMANIA
31/08/17,ROMANIA,,ROMANIA
31/08/17,ROMANIA,,ROMANIA
31/08/17,ROMANIA,,ROMANIA
01/09/17,ROMANIA,,ROMANIA
01/09/17,ROMANIA,,ROMANIA
01/09/17,ROMANIA,,ROMANIA
31/08/17,ROMANIA,,ROMANIA
31/08/17,ROMANIA,,ROMANIA
31/08/17,ROMANIA,,ROMANIA
31/08/17,ROMANIA,,ROMANIA
31/08/17,ROMANIA,,ROMANIA
29/08/17,PORTOGRUARO,VE,
04/09/17,ROMANIA,,ROMANIA
04/09/17,ROMANIA,,ROMANIA
05/09/17,ROMANIA,,ROMANIA
08/09/17,ROVIGO,RO,
05/09/17,ALBANIA,,ALBANIA
26/10/17,VICENZA,VI,
11/09/17,PORTOGRUARO,VE,
18/09/17,REPUBBLICA DI SERBIA,,SERBIA
14/09/17,PORTOGRUARO,VE,
20/09/17,SAN BIAGIO DI CALLALTA,TV,
20/09/17,SAN BIAGIO DI CALLALTA,TV,
19/09/17,ALBANIA,,ALBANIA
22/09/17,LIGNANO SABBIADORO,UD,
22/09/17,LIGNANO SABBIADORO,UD,
29/11/18,LIGNANO SABBIADORO,UD,
18/09/17,SAN VITO AL TAGLIAMENTO,PN,
27/09/17,PALMANOVA,UD,
29/09/17,BRASILE,,BRASILE
29/09/17,BRASILE,,BRASILE
29/09/17,VICENZA,VI,
03/01/20,CONCORDIA SAGITTARIA,VE,
04/10/17,IDRO,BS,
30/09/17,SAN VITO AL TAGLIAMENTO,PN,
05/10/17,BRASILE,,BRASILE
05/10/17,BRASILE,,BRASILE
05/10/17,BRASILE,,BRASILE
12/02/20,PORTOGRUARO,VE,
06/10/17,SAN VITO AL TAGLIAMENTO,PN,
18/09/17,BUJA,UD,
11/10/17,BRASILE,,BRASILE
12/10/17,VERONA,VR,
29/05/19,PORTO ALEGRE,,BRASILE
12/10/17,BRASILE,,BRASILE
12/10/17,BRASILE,,BRASILE
18/02/19,LIGNANO SABBIADORO,UD,
18/10/17,VENEZIA,VE,
05/04/19,ROMA,RM,
17/10/17,PORDENONE,PN,
11/10/17,BRASILE,,BRASILE
24/11/17,SAN GIORGIO DI NOGARO,UD,
26/10/17,CINTO CAOMAGGIORE,VE,
26/10/17,CINTO CAOMAGGIORE,VE,
26/10/17,CINTO CAOMAGGIORE,VE,
26/10/17,CINTO CAOMAGGIORE,VE,
10/03/18,NIGERIA,,NIGERIA
20/10/17,SAN VITO AL TAGLIAMENTO,PN,
29/10/17,PALMANOVA,UD,
04/01/18,CONCORDIA SAGITTARIA,VE,
04/01/18,CONCORDIA SAGITTARIA,VE,
27/10/17,PORTOGRUARO,VE,
04/05/18,SPILIMBERGO,PN,
01/11/17,SAN VITO AL TAGLIAMENTO,PN,
03/11/17,PALMANOVA,UD,
06/11/17,PALMANOVA,UD,
10/11/17,MAREBBE,BZ,
15/11/17,ALLEGHE,BL,
15/11/17,ALLEGHE,BL,
15/11/17,LATISANA,UD,
17/11/17,FIRENZE,FI,
20/11/17,PORTOGRUARO,VE,
22/11/17,SAN STINO DI LIVENZA,VE,
16/11/17,MOLDOVA,,MOLDOVA
24/11/17,ALBANIA,,ALBANIA
24/11/17,ALBANIA,,ALBANIA
17/11/17,SAN VITO AL TAGLIAMENTO,PN,
27/11/17,BRASILE,,BRASILE
28/11/17,CONCORDIA SAGITTARIA,VE,
30/11/17,PORTOGRUARO,VE,
29/11/17,SAN PIETRO DI FELETTO,TV,
01/12/17,BRASILE,,BRASILE
01/12/17,SAN VITO AL TAGLIAMENTO,PN,
02/12/17,SAN VITO AL TAGLIAMENTO,PN,
03/12/17,PALMANOVA,UD,
11/12/17,BANGLADESH,,BANGLADESH
11/12/17,CONCORDIA SAGITTARIA,VE,
08/12/17,PORDENONE,PN,
21/12/17,LATISANA,UD,
10/01/18,POZZUOLO DEL FRIULI,UD,
14/12/17,BRASILE,,BRASILE
09/12/17,PORTOGRUARO,VE,
15/12/17,PORTOGRUARO,VE,
20/12/17,BRASILE,,BRASILE
21/12/17,SAN VITO AL TAGLIAMENTO,PN,
27/12/17,BRASILE,,BRASILE
27/12/17,BRASILE,,BRASILE
21/12/17,LATISANA,UD,
21/12/17,LATISANA,UD,
29/12/17,RONCHIS,UD,
03/01/18,SAN VITO,CA,
04/01/18,STARANZANO,GO,
04/01/18,CONCORDIA SAGITTARIA,VE,
05/01/18,KOSOVO,,KOSOVO
08/01/18,AVIANO,PN,
08/01/18,MANZANO,UD,
08/01/18,MANZANO,UD,
05/01/18,LATISANA,UD,
09/01/18,LATISANA,UD,
13/10/17,KASSEL,,GERMANIA
09/07/19,CAMPODARSEGO,PD,
10/01/18,POZZUOLO DEL FRIULI,UD,
10/01/18,POZZUOLO DEL FRIULI,UD,
10/01/18,POZZUOLO DEL FRIULI,UD,
20/01/18,BRASILE,,BRASILE
20/01/18,BRASILE,,BRASILE
22/01/18,SENEGAL,,SENEGAL
19/01/18,SAN DONÀ DI PIAVE,VE,
21/01/18,SAN VITO AL TAGLIAMENTO,PN,
23/01/18,LATISANA,UD,
29/01/18,LATISANA,UD,
29/01/18,LATISANA,UD,
29/01/18,LATISANA,UD,
16/09/19,SENEGAL,,SENEGAL
22/11/19,GAMBIA,,GAMBIA
01/02/18,PESCIA,PT,
02/02/18,TRIESTE,TS,
02/02/18,TRIESTE,TS,
02/02/18,TRIESTE,TS,
10/06/19,TUNISIA,,TUNISIA
02/02/18,TRIESTE,TS,
06/02/18,ROMANIA,,ROMANIA
07/02/18,BRASILE,,BRASILE
07/02/18,CHIASSO,,SVIZZERA
09/02/18,BRASILE,,BRASILE
12/02/18,VARMO,UD,
12/02/18,VARMO,UD,
12/02/18,CINTO CAOMAGGIORE,VE,
13/12/17,BRASILE,,BRASILE
13/02/18,LATISANA,UD,
13/02/18,LATISANA,UD,
13/02/18,LATISANA,UD,
15/02/18,ROMANIA,,ROMANIA
16/02/18,BRASILE,,BRASILE
16/02/18,BRASILE,,BRASILE
16/02/18,BRASILE,,BRASILE
20/02/18,SAN GIORGIO DI NOGARO,UD,
29/09/20,UDINE,UD,
02/03/18,CINA POPOLARE,,REPUBBLICA POPOLARE CINESE
03/03/18,FOSSALTA DI PORTOGRUARO,VE,
28/02/18,PORTOGRUARO,VE,
06/03/18,MESTRINO,PD,
08/06/18,BASSANO DEL GRAPPA,VI,
03/03/18,POZZALLO,RG,
07/03/18,UDINE,UD,
07/03/18,PORDENONE,PN,
07/03/18,PORDENONE,PN,
07/03/18,PORDENONE,PN,
07/03/18,PORDENONE,PN,
07/03/18,RUVO DI PUGLIA,BA,
09/03/18,LATISANA,UD,
06/03/18,PALMANOVA,UD,
17/03/18,BRASILE,,BRASILE
22/03/18,BRASILE,,BRASILE
26/03/18,BRASILE,,BRASILE
26/03/18,BRASILE,,BRASILE
27/03/18,LIGNANO SABBIADORO,UD,
30/03/18,SLOVACCHIA,,SLOVACCHIA
29/03/18,SAN VITO AL TAGLIAMENTO,PN,
30/03/18,ROMANIA,,ROMANIA
28/03/18,PALMANOVA,UD,
06/04/18,PALMANOVA,UD,
09/04/18,LATISANA,UD,
10/04/18,ALBANIA,,ALBANIA
11/04/18,SANTA LUCIA DI PIAVE,TV,
16/04/18,GALLARATE,VA,
17/04/18,BRASILE,,BRASILE
29/10/20,PRADAMANO,UD,
17/04/18,TORINO,TO,
21/01/19,UDINE,UD,
16/04/18,SAN VITO AL TAGLIAMENTO,PN,
20/04/18,SAN VITO AL TAGLIAMENTO,PN,
24/04/18,UDINE,UD,
23/05/18,LATISANA,UD,
25/04/18,SAN VITO AL TAGLIAMENTO,PN,
30/04/18,BRASILE,,BRASILE
30/04/18,BRASILE,,BRASILE
24/04/18,PALMANOVA,UD,
28/04/18,PALMANOVA,UD,
02/05/18,SAN VITO AL TAGLIAMENTO,PN,
07/05/18,BRASILE,,BRASILE
07/05/18,BRASILE,,BRASILE
07/05/18,BRASILE,,BRASILE
07/05/18,BRASILE,,BRASILE
07/05/18,BRASILE,,BRASILE
07/05/18,BRASILE,,BRASILE
07/05/18,RAVELLO,SA,
06/05/18,SAN VITO AL TAGLIAMENTO,PN,
11/05/18,BRASILE,,BRASILE
01/07/19,FOSSOMBRONE,PU,
11/01/19,ROVERETO,TN,
29/05/18,VENEZIA,VE,
10/04/18,BRASILE,,BRASILE
23/05/18,TRANI,BT,
23/05/18,TRANI,BT,
23/05/18,TRANI,BT,
23/05/18,TRANI,BT,
23/05/18,CONCORDIA SAGITTARIA,VE,
28/05/18,LATISANA,UD,
28/05/18,LATISANA,UD,
28/05/18,LATISANA,UD,
28/05/18,LATISANA,UD,
08/06/18,SAN STINO DI LIVENZA,VE,
08/06/18,ROZZANO,MI,
04/06/18,OLANDA,,PAESI BASSI
29/05/18,LIGNANO SABBIADORO,UD,
08/06/18,LATISANA,UD,
11/06/18,POZZUOLO DEL FRIULI,UD,
11/06/18,BRASILE,,BRASILE
11/06/18,BRASILE,,BRASILE
11/06/18,BRASILE,,BRASILE
11/06/18,BRASILE,,BRASILE
04/06/18,SAN VITO AL TAGLIAMENTO,PN,
12/06/18,BRASILE,,BRASILE
12/06/18,BRASILE,,BRASILE
13/06/18,PORTOGRUARO,VE,
13/06/18,PORTOGRUARO,VE,
12/06/18,SOCCHIEVE,UD,
14/06/18,LATISANA,UD,
15/06/18,ALBANIA,,ALBANIA
15/06/18,BULGARIA,,BULGARIA
19/06/18,MOLDOVA,,MOLDOVA
25/06/18,LATISANA,UD,
26/06/18,PORTOGRUARO,VE,
25/06/18,GRECIA,,GRECIA
25/06/18,PALMANOVA,UD,
27/06/18,PALMANOVA,UD,
28/06/18,ANNONE VENETO,VE,
28/06/18,SAN DONÀ DI PIAVE,VE,
05/10/18,LIMBIATE,MB,
01/07/18,PORTOGRUARO,VE,
06/07/18,PORTOGRUARO,VE,
01/07/18,SAN VITO AL TAGLIAMENTO,PN,
02/07/18,PORDENONE,PN,
09/07/18,TRIESTE,TS,
09/07/18,PRATA DI PORDENONE,PN,
07/07/18,SAN VITO AL TAGLIAMENTO,PN,
05/07/18,BRASILE,,BRASILE
15/07/18,PORTOGRUARO,VE,
17/07/18,CASTELFRANCO VENETO,TV,
14/07/18,PORDENONE,PN,
19/07/18,PALMANOVA,UD,
24/07/18,SAN VITO AL TAGLIAMENTO,PN,
12/10/18,ROMANIA,,ROMANIA
12/06/18,BRASILE,,BRASILE
03/08/18,ORZINUOVI,BS,
03/08/18,ORZINUOVI,BS,
03/08/18,ORZINUOVI,BS,
03/08/18,ORZINUOVI,BS,
03/08/18,ORZINUOVI,BS,
03/08/18,ORZINUOVI,BS,
07/08/18,MAROCCO,,MAROCCO
13/08/18,SILEA,TV,
13/08/18,SILEA,TV,
14/08/18,COMO,CO,
12/08/18,PORTOGRUARO,VE,
24/09/18,BENEVENTO,BN,
12/08/18,PALMANOVA,UD,
13/08/18,SAN VITO AL TAGLIAMENTO,PN,
31/07/18,GRECIA,,GRECIA
31/07/18,GRECIA,,GRECIA
31/07/18,GRECIA,,GRECIA
31/07/18,GRECIA,,GRECIA
08/05/19,CANADA,,CANADA
21/08/18,PALMANOVA,UD,
20/08/18,TUNISIA,,TUNISIA
28/08/18,MOLDOVA,,MOLDOVA
28/08/18,MOLDOVA,,MOLDOVA
28/08/18,MOLDOVA,,MOLDOVA
28/08/18,MOLDOVA,,MOLDOVA
22/08/18,SAN VITO AL TAGLIAMENTO,PN,
27/08/18,MOTTA DI LIVENZA,TV,
28/08/18,SEGRATE,MI,
01/09/18,CODOGNÈ,TV,
28/08/18,PALMANOVA,UD,
25/08/18,PALMANOVA,UD,
30/08/18,SAN VITO AL TAGLIAMENTO,PN,
08/10/18,PORTOGRUARO,VE,
06/09/18,PALMANOVA,UD,
10/09/18,PORTOGRUARO,VE,
02/09/18,PALMANOVA,UD,
06/09/18,PALMANOVA,UD,
07/08/18,MORSANO AL TAGLIAMENTO,PN,
11/09/18,PALMANOVA,UD,
14/09/18,MORSANO AL TAGLIAMENTO,PN,
14/09/18,MORSANO AL TAGLIAMENTO,PN,
19/09/18,PADOVA,PD,
19/09/18,PADOVA,PD,
02/10/18,ACRI,CS,
04/10/18,SAN VITO AL TAGLIAMENTO,PN,
02/10/18,SAN VITO AL TAGLIAMENTO,PN,
03/10/18,ALANO DI PIAVE,BL,
30/09/18,PALMANOVA,UD,
03/10/18,PALMANOVA,UD,
03/10/18,LIGNANO SABBIADORO,UD,
27/11/18,LATISANA,UD,
05/10/18,VITTORIO VENETO,TV,
08/10/18,ARTEGNA,UD,
08/10/18,ARTEGNA,UD,
08/10/18,ARTEGNA,UD,
08/10/18,PORTOGRUARO,VE,
12/10/18,CINA POPOLARE,,REPUBBLICA POPOLARE CINESE
24/12/18,CONCORDIA SAGITTARIA,VE,
08/10/18,PORTOGRUARO,VE,
30/10/20,PAVIA DI UDINE,UD,
10/10/18,LATISANA,UD,
12/10/18,ROMANIA,,ROMANIA
16/10/18,THAILANDIA,,THAILANDIA
12/10/18,POLONIA,,POLONIA
19/10/18,BRASILE,,BRASILE
17/10/18,MAROCCO,,MAROCCO
17/10/18,MAROCCO,,MAROCCO
17/10/18,MAROCCO,,MAROCCO
25/09/18,BRASILE,,BRASILE
25/09/18,BRASILE,,BRASILE
25/09/18,BRASILE,,BRASILE
25/09/18,BRASILE,,BRASILE
17/10/18,MAROCCO,,MAROCCO
22/10/18,MILANO,MI,
20/10/18,UDINE,UD,
23/10/18,ROMANIA,,ROMANIA
23/10/18,PORDENONE,PN,
03/10/18,CASSANO D'ADDA,MI,
21/10/18,PALMANOVA,UD,
28/08/18,BRASILE,,BRASILE
28/08/18,BRASILE,,BRASILE
28/08/18,BRASILE,,BRASILE
28/08/18,BRASILE,,BRASILE
28/08/18,BRASILE,,BRASILE
10/09/18,BRASILE,,BRASILE
10/09/18,BRASILE,,BRASILE
10/09/18,BRASILE,,BRASILE
10/09/18,BRASILE,,BRASILE
29/10/18,ROMANIA,,ROMANIA
13/07/18,BRASILE,,BRASILE
13/07/18,BRASILE,,BRASILE
09/11/18,FIRENZE,FI,
09/11/18,PORTOGRUARO,VE,
09/11/18,PORTOGRUARO,VE,
12/11/18,SAN STINO DI LIVENZA,VE,
11/11/18,SAN VITO AL TAGLIAMENTO,PN,
13/11/18,BANGLADESH,,BANGLADESH
07/11/18,PORDENONE,PN,
15/11/18,PASIANO DI PORDENONE,PN,
18/11/18,PORDENONE,PN,
17/12/18,CAORLE,VE,
20/11/18,LATISANA,UD,
17/11/18,PORDENONE,PN,
20/11/18,SAN VITO AL TAGLIAMENTO,PN,
23/11/18,KOSOVO,,KOSOVO
23/11/18,PORTOGRUARO,VE,
28/11/18,SAN VITO AL TAGLIAMENTO,PN,
26/02/20,RUSSIA,,FEDERAZIONE RUSSA
27/11/18,SAN VITO AL TAGLIAMENTO,PN,
02/12/18,SAN VITO AL TAGLIAMENTO,PN,
01/12/18,PALMANOVA,UD,
03/12/18,CERNUSCO SUL NAVIGLIO,MI,
25/10/18,BRASILE,,BRASILE
25/10/18,BRASILE,,BRASILE
25/10/18,BRASILE,,BRASILE
27/11/18,LATISANA,UD,
27/11/18,LATISANA,UD,
11/12/18,LATISANA,UD,
11/12/18,UNGHERIA,,UNGHERIA
09/12/18,SAN VITO AL TAGLIAMENTO,PN,
08/12/18,STRADELLA,PV,
04/12/18,DOLO,VE,
10/09/18,BRASILE,,BRASILE
22/03/19,AZZANO DECIMO,PN,
14/12/18,ROMANIA,,ROMANIA
14/12/18,ROMANIA,,ROMANIA
14/12/18,PALMANOVA,UD,
17/12/18,CAORLE,VE,
17/12/18,PORDENONE,PN,
17/12/18,PAKISTAN,,PAKISTAN
17/12/18,PAKISTAN,,PAKISTAN
17/12/18,PAKISTAN,,PAKISTAN
17/12/18,PAKISTAN,,PAKISTAN
09/10/20,PORTOGRUARO,VE,
31/12/18,LATISANA,UD,
30/12/18,PORTOGRUARO,VE,
28/06/19,ARCOLE,VR,
28/12/18,TRIESTE,TS,
08/01/19,PALMANOVA,UD,
09/01/19,BRASILE,,BRASILE
25/06/19,SANTA MARIA DI SALA,VE,
17/04/19,FOLLINA,TV,
15/01/19,RIVIGNANO,UD,
15/01/19,LATISANA,UD,
17/01/19,PALMANOVA,UD,
12/10/18,BRASILE,,BRASILE
18/01/19,KOSOVO,,KOSOVO
21/01/19,UDINE,UD,
21/01/19,UDINE,UD,
26/10/18,BRASILE,,BRASILE
26/10/18,BRASILE,,BRASILE
26/10/18,BRASILE,,BRASILE
26/10/18,BRASILE,,BRASILE
26/10/18,BRASILE,,BRASILE
26/10/18,BRASILE,,BRASILE
21/01/19,PRAMAGGIORE,VE,
21/01/19,PRAMAGGIORE,VE,
26/01/19,SAN VITO AL TAGLIAMENTO,PN,
30/01/19,BERGAMO,BG,
07/02/19,SOAVE,VR,
10/07/19,MIRA,VE,
27/07/18,BRASILE,,BRASILE
28/01/19,SAN VITO AL TAGLIAMENTO,PN,
01/02/19,PALAZZOLO DELLO STELLA,UD,
26/12/18,GUENZBURG,,GERMANIA
05/02/19,PORDENONE,PN,
03/02/19,PORTOGRUARO,VE,
08/02/19,VARSAVIA,,POLONIA
18/02/19,SPRESIANO,TV,
18/02/19,SPRESIANO,TV,
18/02/19,SPRESIANO,TV,
18/02/19,SPRESIANO,TV,
12/10/18,BRASILE,,BRASILE
22/02/19,ALBANIA,,ALBANIA
11/02/19,PORTOGRUARO,VE,
11/02/19,PORTOGRUARO,VE,
11/02/19,PORTOGRUARO,VE,
23/02/19,PORDENONE,PN,
11/02/19,PORTOGRUARO,VE,
24/01/19,BRASILE,,BRASILE
24/01/19,BRASILE,,BRASILE
24/01/19,BRASILE,,BRASILE
24/01/19,BRASILE,,BRASILE
28/02/19,SAN VITO AL TAGLIAMENTO,PN,
05/03/19,RONCO ALL'ADIGE,VR,
05/03/19,RONCO ALL'ADIGE,VR,
15/02/19,BRASILE,,BRASILE
15/02/19,BRASILE,,BRASILE
07/03/19,ALBANIA,,ALBANIA
07/03/19,ALBANIA,,ALBANIA
05/07/19,ODERZO,TV,
23/11/18,BRASILE,,BRASILE
11/03/19,ROMANIA,,ROMANIA
11/03/19,ROMANIA,,ROMANIA
12/03/19,RONCADE,TV,
11/05/20,PORTOGRUARO,VE,
19/03/19,KOSOVO,,KOSOVO
15/03/19,PALMANOVA,UD,
27/12/18,BRASILE,,BRASILE
27/12/18,BRASILE,,BRASILE
27/12/18,BRASILE,,BRASILE
19/03/19,PORDENONE,PN,
25/03/19,TRIESTE,TS,
27/03/19,PORDENONE,PN,
05/12/18,BRASILE,,BRASILE
05/12/18,BRASILE,,BRASILE
30/03/19,SAN VITO AL TAGLIAMENTO,PN,
29/03/19,MAROCCO,,MAROCCO
29/03/19,MAROCCO,,MAROCCO
29/03/19,MAROCCO,,MAROCCO
29/03/19,MAROCCO,,MAROCCO
03/04/19,BRASILE,,BRASILE
03/04/19,BRASILE,,BRASILE
03/04/19,SAN ZENO NAVIGLIO,BS,
03/04/19,SAN ZENO NAVIGLIO,BS,
06/05/19,PORTOGRUARO,VE,
01/04/19,LIGNANO SABBIADORO,UD,
01/04/19,ARBA,PN,
06/09/19,KOSOVO,,KOSOVO
05/04/19,PORTOGRUARO,VE,
05/04/19,GODEGA DI SANT'URBANO,TV,
05/04/19,PORTOGRUARO,VE,
30/03/19,PALMANOVA,UD,
08/04/19,ALBANIA,,ALBANIA
09/04/19,MONFALCONE,GO,
16/04/19,KOSOVO,,KOSOVO
16/04/19,CONCORDIA SAGITTARIA,VE,
29/11/18,BRASILE,,BRASILE
29/11/18,BRASILE,,BRASILE
29/11/18,BRASILE,,BRASILE
15/04/19,PALMANOVA,UD,
19/04/19,KOSOVO,,KOSOVO
19/04/19,KOSOVO,,KOSOVO
17/04/19,PALMANOVA,UD,
26/04/19,PADOVA,PD,
26/04/19,CONCORDIA SAGITTARIA,VE,
29/04/19,GAMBIA,,GAMBIA
29/04/19,BARI,BA,
29/04/19,CAORLE,VE,
31/05/19,CASARSA DELLA DELIZIA,PN,
03/05/19,TORINO,TO,
03/05/19,MAROCCO,,MAROCCO
07/05/19,CODROIPO,UD,
21/05/19,ARGENTINA,,ARGENTINA
21/05/19,ARGENTINA,,ARGENTINA
21/05/19,ARGENTINA,,ARGENTINA
05/05/19,PORTOGRUARO,VE,
12/05/19,PORTOGRUARO,VE,
11/02/20,TRIESTE,TS,
15/02/19,BRASILE,,BRASILE
15/02/19,BRASILE,,BRASILE
12/07/19,SACILE,PN,
10/05/19,SAN DANIELE DEL FRIULI,UD,
17/01/19,BRASILE,,BRASILE
17/01/19,BRASILE,,BRASILE
17/01/19,BRASILE,,BRASILE
17/01/19,BRASILE,,BRASILE
14/05/19,CAORLE,VE,
17/01/19,BRASILE,,BRASILE
14/02/19,BRASILE,,BRASILE
17/05/19,MEOLO,VE,
17/05/19,PADOVA,PD,
14/05/19,PORTOGRUARO,VE,
20/05/19,LATISANA,UD,
22/05/19,RONCHIS,UD,
21/05/19,CERVIGNANO DEL FRIULI,UD,
15/05/19,LATISANA,UD,
15/05/19,UDINE,UD,
15/05/19,LATISANA,UD,
20/12/18,BRASILE,,BRASILE
27/05/19,UDINE,UD,
19/08/19,LIBANO,,LIBANO
24/05/19,BOVALINO,RC,
28/05/19,LATISANA,UD,
28/05/19,LATISANA,UD,
28/05/19,LATISANA,UD,
28/05/19,LATISANA,UD,
28/05/19,CRESPANO DEL GRAPPA,TV,
28/05/19,CRESPANO DEL GRAPPA,TV,
28/05/19,CRESPANO DEL GRAPPA,TV,
27/05/19,PORTOGRUARO,VE,
29/05/19,VALVASONE ARZENE,PN,
31/05/19,KOSOVO,,KOSOVO
28/05/19,PALMANOVA,UD,
28/05/19,PRAMAGGIORE,VE,
05/06/19,PALMANOVA,UD,
10/06/19,GUGLIONESI,CB,
10/06/19,EGITTO,,EGITTO
11/06/19,PALMANOVA,UD,
